,gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score
5419,male,group D,some high school,free/reduced,none,62,44,46
5420,male,group B,master's degree,free/reduced,completed,59,74,64
5421,female,group E,some college,standard,none,70,72,74
5422,female,group D,some high school,standard,none,56,65,65
5423,male,group C,bachelor's degree,standard,completed,85,79,80
5424,female,group C,some high school,standard,none,51,52,53
5425,male,group E,some college,free/reduced,none,88,74,72
5426,male,group B,associate's degree,free/reduced,none,75,77,66
5427,female,group D,some high school,standard,completed,62,72,74
5428,male,group B,some college,free/reduced,none,41,45,37
5429,male,group C,high school,free/reduced,completed,53,56,54
5430,male,group C,some high school,standard,none,82,76,70
5431,male,group C,bachelor's degree,standard,none,55,52,55
5432,male,group C,high school,standard,completed,91,86,88
5433,female,group E,some college,standard,none,81,85,81
5434,female,group E,some high school,free/reduced,completed,64,78,71
5435,female,group E,some high school,free/reduced,none,72,83,74
5436,female,group C,some college,standard,completed,70,81,88
5437,male,group B,some college,standard,completed,62,65,57
5438,female,group D,bachelor's degree,standard,none,85,97,92
5439,female,group C,bachelor's degree,free/reduced,none,62,72,74
5440,female,group A,associate's degree,standard,none,73,77,75
5441,male,group E,associate's degree,free/reduced,none,89,74,76
5442,female,group C,high school,standard,none,60,67,69
5443,female,group C,bachelor's degree,standard,none,62,63,65
5444,male,group E,associate's degree,free/reduced,none,66,57,58
5445,male,group B,bachelor's degree,standard,none,74,71,74
5446,female,group A,high school,free/reduced,completed,47,61,65
5447,male,group B,associate's degree,standard,completed,56,56,59
5448,female,group C,bachelor's degree,free/reduced,completed,65,92,89
5449,male,group C,some high school,standard,none,74,70,69
5450,male,group C,high school,free/reduced,completed,59,66,56
5451,male,group B,some college,free/reduced,none,45,49,53
5452,male,group B,associate's degree,free/reduced,completed,76,75,81
5453,female,group B,associate's degree,standard,none,63,85,79
5454,male,group C,associate's degree,standard,none,66,77,69
5455,female,group E,some high school,standard,none,60,41,44
5456,male,group C,associate's degree,standard,completed,63,66,70
5457,female,group D,bachelor's degree,standard,none,55,61,57
5458,female,group A,some high school,standard,none,65,75,77
5459,female,group C,some college,free/reduced,completed,56,69,75
5460,male,group D,bachelor's degree,standard,none,79,81,82
5461,female,group D,associate's degree,standard,completed,83,97,97
5462,female,group A,bachelor's degree,free/reduced,none,76,91,87
5463,female,group B,bachelor's degree,free/reduced,completed,63,72,78
5465,female,group B,bachelor's degree,free/reduced,none,33,46,50
5466,male,group C,bachelor's degree,free/reduced,completed,79,84,82
5467,female,group B,high school,standard,completed,65,71,73
5468,female,group D,associate's degree,standard,completed,78,82,82
5469,female,group B,some college,free/reduced,none,45,60,62
5470,female,group D,high school,standard,completed,60,82,82
5471,male,group C,high school,standard,none,80,69,66
5472,male,group B,associate's degree,free/reduced,completed,87,87,87
5473,female,group B,some college,standard,none,52,65,68
5474,female,group E,some high school,free/reduced,none,74,79,76
5475,male,group B,some high school,standard,none,69,77,69
5476,female,group B,some high school,free/reduced,completed,52,75,76
5477,female,group B,associate's degree,standard,none,53,72,68
5478,female,group A,high school,free/reduced,none,40,57,49
5479,male,group B,high school,standard,completed,78,79,80
5480,female,group E,associate's degree,free/reduced,none,67,72,79
5481,male,group C,high school,standard,none,54,62,50
5482,male,group D,some high school,standard,none,83,72,73
5483,male,group B,high school,free/reduced,none,61,47,45
5484,female,group C,some high school,standard,none,52,70,66
5485,male,group D,master's degree,standard,none,74,60,67
5486,female,group E,bachelor's degree,free/reduced,none,56,73,76
5487,male,group B,some high school,standard,none,48,46,38
5488,male,group D,some college,standard,completed,86,75,80
5489,female,group B,bachelor's degree,free/reduced,none,73,81,79
5490,female,group D,some high school,free/reduced,completed,63,69,74
5491,female,group B,some college,standard,none,78,95,87
5492,female,group C,bachelor's degree,free/reduced,none,51,59,64
5493,male,group C,high school,free/reduced,completed,84,83,80
5494,male,group B,some high school,standard,completed,66,55,59
5495,female,group C,high school,free/reduced,completed,40,63,62
5496,female,group D,high school,free/reduced,completed,59,67,66
5497,male,group C,some high school,free/reduced,completed,27,37,40
5498,male,group E,some college,free/reduced,none,83,75,71
5499,female,group B,associate's degree,standard,none,84,92,85
5500,female,group D,associate's degree,standard,none,60,70,74
5501,female,group C,some high school,free/reduced,none,62,75,69
5502,female,group E,bachelor's degree,free/reduced,none,71,71,68
5503,male,group D,high school,free/reduced,none,50,48,46
5504,male,group C,bachelor's degree,standard,none,71,69,56
5505,male,group C,associate's degree,free/reduced,none,60,68,58
5506,male,group C,master's degree,free/reduced,none,86,81,80
5507,female,group D,high school,standard,completed,81,91,100
5508,male,group C,some high school,free/reduced,completed,72,61,54
5509,male,group E,associate's degree,standard,none,95,86,80
5510,male,group B,some high school,standard,none,76,68,66
5511,female,group D,high school,free/reduced,none,52,64,63
5512,male,group C,master's degree,free/reduced,none,61,65,61
5513,female,group D,associate's degree,standard,completed,78,100,96
5514,female,group D,bachelor's degree,free/reduced,completed,63,79,84
5515,female,group D,some high school,standard,completed,61,59,65
5516,male,group C,some high school,standard,none,54,60,56
5517,male,group E,bachelor's degree,standard,none,92,87,79
5518,male,group C,some college,standard,none,55,52,48
5519,female,group C,associate's degree,free/reduced,completed,65,79,81
5520,male,group E,associate's degree,standard,none,85,69,69
5521,male,group E,some college,standard,none,100,82,78
5522,male,group C,some college,standard,none,89,76,74
5523,male,group C,some high school,standard,none,65,64,51
5524,female,group D,some high school,free/reduced,none,32,45,39
5525,female,group E,high school,standard,completed,94,88,91
5526,female,group D,some college,standard,completed,83,100,100
5527,male,group C,high school,standard,none,79,79,77
5528,male,group D,high school,standard,completed,85,84,85
5529,female,group A,some high school,free/reduced,completed,48,58,63
5530,male,group C,associate's degree,standard,completed,52,43,48
5531,female,group C,some college,standard,completed,77,88,83
5532,female,group C,associate's degree,free/reduced,none,64,77,72
5533,male,group C,some high school,standard,none,54,56,51
5534,female,group A,some college,free/reduced,completed,58,61,67
5535,male,group D,bachelor's degree,standard,none,87,89,88
5536,male,group D,bachelor's degree,standard,none,66,72,71
5537,female,group C,bachelor's degree,standard,completed,83,94,92
5538,male,group D,high school,free/reduced,none,41,33,36
5539,female,group C,associate's degree,standard,none,73,87,91
5540,male,group C,some college,free/reduced,none,36,43,41
5541,male,group B,some high school,free/reduced,none,57,46,48
5542,male,group C,associate's degree,standard,none,82,74,66
5543,female,group C,associate's degree,standard,none,78,89,90
5544,female,group C,master's degree,standard,none,70,91,84
5545,male,group D,bachelor's degree,free/reduced,none,63,60,59
5546,female,group C,high school,standard,none,58,62,58
5547,male,group B,some high school,standard,completed,87,86,79
5548,male,group E,some high school,standard,completed,79,64,65
5549,male,group B,high school,standard,completed,63,56,59
5550,male,group B,bachelor's degree,standard,completed,92,91,89
5551,male,group D,some college,standard,none,74,70,71
5552,male,group E,bachelor's degree,standard,completed,100,88,86
5553,male,group A,some college,standard,none,87,83,75
5554,male,group A,high school,free/reduced,none,63,51,51
5555,female,group B,associate's degree,standard,completed,84,87,87
5556,male,group C,high school,free/reduced,none,43,50,44
5557,male,group E,associate's degree,standard,none,72,62,58
5558,female,group D,bachelor's degree,free/reduced,completed,62,75,82
5559,male,group B,high school,free/reduced,none,68,66,64
5560,female,group B,some college,standard,none,74,83,85
5561,female,group C,high school,free/reduced,completed,52,56,61
5562,male,group C,some college,standard,none,67,60,57
5563,female,group B,some high school,standard,none,59,72,71
5564,female,group D,master's degree,free/reduced,completed,67,81,80
5565,male,group B,some college,standard,none,91,85,79
5566,female,group D,associate's degree,standard,none,77,80,76
5567,female,group C,some high school,free/reduced,none,30,41,33
5568,female,group D,some college,free/reduced,none,40,50,52
5569,female,group B,high school,free/reduced,none,61,77,68
5570,male,group E,some high school,free/reduced,completed,60,58,52
5572,female,group C,associate's degree,standard,none,83,81,81
5573,male,group B,associate's degree,free/reduced,none,70,54,57
5574,male,group E,high school,free/reduced,none,55,43,42
5575,male,group C,associate's degree,standard,none,75,69,72
5576,male,group C,some college,standard,completed,64,58,57
5577,female,group C,some high school,standard,none,49,59,57
5578,female,group C,some high school,free/reduced,none,43,71,63
5579,female,group E,bachelor's degree,standard,completed,84,92,90
5580,female,group E,high school,standard,none,63,72,70
5581,male,group B,high school,free/reduced,completed,69,63,62
5582,female,group C,some high school,standard,none,73,68,69
5583,male,group E,some high school,standard,completed,76,67,71
5584,male,group C,some college,free/reduced,none,51,50,45
5585,female,group B,high school,standard,none,67,73,75
5586,female,group A,some college,standard,completed,83,89,95
5587,female,group D,some college,standard,completed,86,91,95
5588,male,group D,some college,standard,none,76,76,73
5589,female,group B,some high school,free/reduced,none,54,62,64
5590,male,group B,high school,free/reduced,none,47,48,40
5591,female,group C,high school,standard,completed,46,55,49
5592,female,group E,some high school,standard,completed,59,75,75
5593,male,group B,some high school,free/reduced,none,72,55,58
5594,male,group E,high school,standard,none,82,80,71
5595,male,group A,some high school,standard,none,64,62,57
5596,female,group C,some college,free/reduced,none,34,46,38
5597,female,group D,some high school,standard,completed,86,94,93
5598,male,group D,high school,standard,none,58,46,54
5599,female,group B,some college,free/reduced,completed,50,67,70
5600,female,group C,some college,free/reduced,none,52,64,62
